PrimaryKey,URL,RaceDataJSON
jack+of+clubs,https://www.pedigreequery.com/jack+of+clubs,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""12 F"",""family"":"""",""grade"":""Grade I"",""horse_name"":""JACK OF CLUBS"",""horse_pk"":""jack+of+clubs"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DRAPEAU TRICOLORE"",""pk"":""drapeau+tricolore"",""url"":""https://www.pedigreequery.com/drapeau+tricolore""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""JACK OF CLUBS"",""pk"":""jack+of+clubs"",""url"":""https://www.pedigreequery.com/jack+of+clubs""},""time"":""2:28.60"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""FOREVER SILVER"",""pk"":""forever+silver"",""url"":""https://www.pedigreequery.com/forever+silver""},""year"":""1989""}]"
jacksonport,https://www.pedigreequery.com/jacksonport,"[{""comment"":""MISSIONARY RIDGE(FAV.) STOPPED,BLED - RETIRED"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""11 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""JACKSONPORT"",""horse_pk"":""jacksonport"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""MICHELLE CAN PASS"",""pk"":""michelle+can+pass"",""url"":""https://www.pedigreequery.com/michelle+can+pass""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""JACKSONPORT"",""pk"":""jacksonport"",""url"":""https://www.pedigreequery.com/jacksonport""},""time"":""2:17.80"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""LIVING VICARIOUSLY"",""pk"":""living+vicariously"",""url"":""https://www.pedigreequery.com/living+vicariously""},""year"":""1993""}]"
john+p+grier,https://www.pedigreequery.com/john+p+grier,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""JOHN P GRIER"",""horse_pk"":""john+p+grier"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""JOHN P GRIER"",""pk"":""john+p+grier"",""url"":""https://www.pedigreequery.com/john+p+grier""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""EXTERMINATOR"",""pk"":""exterminator"",""url"":""https://www.pedigreequery.com/exterminator""},""time"":""1:49.80"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""GREY LAG"",""pk"":""grey+lag"",""url"":""https://www.pedigreequery.com/grey+lag""},""year"":""1921""}]"
judge+morrow,https://www.pedigreequery.com/judge+morrow,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":""MOONLIGHT14"",""pk"":""moonlight14"",""url"":""https://www.pedigreequery.com/moonlight14""},""distance"":""10 F"",""family"":""18"",""grade"":"""",""horse_name"":""JUDGE MORROW"",""horse_pk"":""judge+morrow"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""PESSARA"",""pk"":""pessara"",""url"":""https://www.pedigreequery.com/pessara""},""series_grade"":""Grade II"",""sire"":{""name"":""VAGABOND"",""pk"":""vagabond"",""url"":""https://www.pedigreequery.com/vagabond""},""surface"":""Dirt"",""third"":{""name"":""RUSSELL"",""pk"":""russell"",""url"":""https://www.pedigreequery.com/russell""},""time"":""2:08.75"",""track"":""GRAVESEND, NY"",""trainer"":""GREEN B. MORRIS"",""winner"":{""name"":""JUDGE MORROW"",""pk"":""judge+morrow"",""url"":""https://www.pedigreequery.com/judge+morrow""},""year"":""1892""}]"
kelso,https://www.pedigreequery.com/kelso,"[{""comment"":""136 LBS."",""country"":""UNITED STATES"",""dam"":{""name"":""MAID OF FLIGHT"",""pk"":""maid+of+flight"",""url"":""https://www.pedigreequery.com/maid+of+flight""},""distance"":""10 F"",""family"":""20"",""grade"":"""",""horse_name"":""KELSO"",""horse_pk"":""kelso"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DIVINE COMEDY7"",""pk"":""divine+comedy7"",""url"":""https://www.pedigreequery.com/divine+comedy7""},""series_grade"":""Grade II"",""sire"":{""name"":""YOUR HOST"",""pk"":""your+host"",""url"":""https://www.pedigreequery.com/your+host""},""surface"":""Dirt"",""third"":{""name"":""YORKY"",""pk"":""yorky"",""url"":""https://www.pedigreequery.com/yorky""},""time"":""2:01.60"",""track"":""AQUEDUCT, NY"",""trainer"":""CARL H. HANFORD"",""winner"":{""name"":""KELSO"",""pk"":""kelso"",""url"":""https://www.pedigreequery.com/kelso""},""year"":""1961""},{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""KELSO"",""horse_pk"":""kelso"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""ROMAN BROTHER"",""pk"":""roman+brother"",""url"":""https://www.pedigreequery.com/roman+brother""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""KELSO"",""pk"":""kelso"",""url"":""https://www.pedigreequery.com/kelso""},""time"":""2:00.60"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""PIA STAR"",""pk"":""pia+star"",""url"":""https://www.pedigreequery.com/pia+star""},""year"":""1965""}]"
kerry+patch,https://www.pedigreequery.com/kerry+patch,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""KERRY PATCH"",""horse_pk"":""kerry+patch"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""KERRY PATCH"",""pk"":""kerry+patch"",""url"":""https://www.pedigreequery.com/kerry+patch""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""APPRENTICE3"",""pk"":""apprentice3"",""url"":""https://www.pedigreequery.com/apprentice3""},""time"":""1:51.20"",""track"":""AQUEDUCT , NY"",""trainer"":"""",""winner"":{""name"":""DARK SECRET"",""pk"":""dark+secret"",""url"":""https://www.pedigreequery.com/dark+secret""},""year"":""1933""}]"
key+contender,https://www.pedigreequery.com/key+contender,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""KEY CONTENDER"",""horse_pk"":""key+contender"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""KEY CONTENDER"",""pk"":""key+contender"",""url"":""https://www.pedigreequery.com/key+contender""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""SLICK HORN"",""pk"":""slick+horn"",""url"":""https://www.pedigreequery.com/slick+horn""},""time"":""1:49.02"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""YOU AND I"",""pk"":""you+and+i"",""url"":""https://www.pedigreequery.com/you+and+i""},""year"":""1995""}]"
key+to+the+mint,https://www.pedigreequery.com/key+to+the+mint,"[{""comment"":""ETR 4TH EXECUTIONER"",""country"":""UNITED STATES"",""dam"":{""name"":""KEY BRIDGE"",""pk"":""key+bridge"",""url"":""https://www.pedigreequery.com/key+bridge""},""distance"":""9.5 F"",""family"":""2-n"",""grade"":"""",""horse_name"":""KEY TO THE MINT"",""horse_pk"":""key+to+the+mint"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""AUTOBIOGRAPHY"",""pk"":""autobiography"",""url"":""https://www.pedigreequery.com/autobiography""},""series_grade"":""Grade II"",""sire"":{""name"":""GRAUSTARK"",""pk"":""graustark"",""url"":""https://www.pedigreequery.com/graustark""},""surface"":""Dirt"",""third"":{""name"":""WEST COAST SCOUT"",""pk"":""west+coast+scout"",""url"":""https://www.pedigreequery.com/west+coast+scout""},""time"":""1:54.80"",""track"":""AQUEDUCT, NY"",""trainer"":""J. ELLIOTT BURCH"",""winner"":{""name"":""KEY TO THE MINT"",""pk"":""key+to+the+mint"",""url"":""https://www.pedigreequery.com/key+to+the+mint""},""year"":""1972""}]"
king+james,https://www.pedigreequery.com/king+james,"[{""comment"":""NTR"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""KING JAMES"",""horse_pk"":""king+james"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""FAIR PLAY"",""pk"":""fair+play"",""url"":""https://www.pedigreequery.com/fair+play""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""KING JAMES"",""pk"":""king+james"",""url"":""https://www.pedigreequery.com/king+james""},""time"":""2:04.20"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""CELT"",""pk"":""celt"",""url"":""https://www.pedigreequery.com/celt""},""year"":""1908""},{""comment"":""NTR ENTRY 1-2"",""country"":""UNITED STATES"",""dam"":{""name"":""UNSIGHTLY"",""pk"":""unsightly"",""url"":""https://www.pedigreequery.com/unsightly""},""distance"":""10 F"",""family"":""A15"",""grade"":"""",""horse_name"":""KING JAMES"",""horse_pk"":""king+james"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""RESTIGOUCHE2"",""pk"":""restigouche2"",""url"":""https://www.pedigreequery.com/restigouche2""},""series_grade"":""Grade II"",""sire"":{""name"":""PLAUDIT"",""pk"":""plaudit"",""url"":""https://www.pedigreequery.com/plaudit""},""surface"":""Dirt"",""third"":{""name"":""CELT"",""pk"":""celt"",""url"":""https://www.pedigreequery.com/celt""},""time"":""2:04.00"",""track"":""GRAVESEND, NY"",""trainer"":""SAMUEL C. HILDRETH"",""winner"":{""name"":""KING JAMES"",""pk"":""king+james"",""url"":""https://www.pedigreequery.com/king+james""},""year"":""1909""}]"
king+saxon,https://www.pedigreequery.com/king+saxon,"[{""comment"":""NWR BY 8 LENGTHS"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""KING SAXON"",""horse_pk"":""king+saxon"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""KING SAXON"",""pk"":""king+saxon"",""url"":""https://www.pedigreequery.com/king+saxon""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""OMAHA"",""pk"":""omaha"",""url"":""https://www.pedigreequery.com/omaha""},""time"":""1:48.20"",""track"":""OLD AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""DISCOVERY"",""pk"":""discovery"",""url"":""https://www.pedigreequery.com/discovery""},""year"":""1935""}]"
kinley+mack,https://www.pedigreequery.com/kinley+mack,"[{""comment"":""HY 6TH IMP"",""country"":""UNITED STATES"",""dam"":{""name"":""SONGSTRESS2"",""pk"":""songstress2"",""url"":""https://www.pedigreequery.com/songstress2""},""distance"":""10 F"",""family"":""26"",""grade"":"""",""horse_name"":""KINLEY MACK"",""horse_pk"":""kinley+mack"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""RAFFAELLO8"",""pk"":""raffaello8"",""url"":""https://www.pedigreequery.com/raffaello8""},""series_grade"":""Grade II"",""sire"":{""name"":""ISLINGTON"",""pk"":""islington"",""url"":""https://www.pedigreequery.com/islington""},""surface"":""Dirt"",""third"":{""name"":""HERBERT"",""pk"":""herbert"",""url"":""https://www.pedigreequery.com/herbert""},""time"":""2:10.00"",""track"":""GRAVESEND, NY"",""trainer"":""PETER G. WIMMER"",""winner"":{""name"":""KINLEY MACK"",""pk"":""kinley+mack"",""url"":""https://www.pedigreequery.com/kinley+mack""},""year"":""1900""}]"
knobbie,https://www.pedigreequery.com/knobbie,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""KNOBBIE"",""horse_pk"":""knobbie"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""BUNTING"",""pk"":""bunting"",""url"":""https://www.pedigreequery.com/bunting""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""KNOBBIE"",""pk"":""knobbie"",""url"":""https://www.pedigreequery.com/knobbie""},""time"":""1:50.00"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""LITTLE CHIEF"",""pk"":""little+chief"",""url"":""https://www.pedigreequery.com/little+chief""},""year"":""1923""}]"
lager4,https://www.pedigreequery.com/lager4,"[{""comment"":""WON BY 7Â¼ L."",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""LAGER4"",""horse_pk"":""lager4"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAGER4"",""pk"":""lager4"",""url"":""https://www.pedigreequery.com/lager4""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DOWN THE AISLE"",""pk"":""down+the+aisle"",""url"":""https://www.pedigreequery.com/down+the+aisle""},""time"":""1:49.93"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""LEMON DROP KID"",""pk"":""lemon+drop+kid"",""url"":""https://www.pedigreequery.com/lemon+drop+kid""},""year"":""2000""}]"
lake+shore3,https://www.pedigreequery.com/lake+shore3,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LAKE SHORE3"",""horse_pk"":""lake+shore3"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAKE SHORE3"",""pk"":""lake+shore3"",""url"":""https://www.pedigreequery.com/lake+shore3""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""VOLLEY13"",""pk"":""volley13"",""url"":""https://www.pedigreequery.com/volley13""},""time"":""2:09.75"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""HOWARD MANN"",""pk"":""howard+mann"",""url"":""https://www.pedigreequery.com/howard+mann""},""year"":""1897""}]"
lamplighter2,https://www.pedigreequery.com/lamplighter2,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LAMPLIGHTER2"",""horse_pk"":""lamplighter2"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAMPLIGHTER2"",""pk"":""lamplighter2"",""url"":""https://www.pedigreequery.com/lamplighter2""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""LEONAWELL"",""pk"":""leonawell"",""url"":""https://www.pedigreequery.com/leonawell""},""time"":""2:09.00"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""DIABLO4"",""pk"":""diablo4"",""url"":""https://www.pedigreequery.com/diablo4""},""year"":""1893""}]"
lanky+bob,https://www.pedigreequery.com/lanky+bob,"[{""comment"":""15TH IMP"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LANKY BOB"",""horse_pk"":""lanky+bob"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LANKY BOB"",""pk"":""lanky+bob"",""url"":""https://www.pedigreequery.com/lanky+bob""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""FILIGRANE"",""pk"":""filigrane"",""url"":""https://www.pedigreequery.com/filigrane""},""time"":""2:06.25"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""BANASTAR"",""pk"":""banastar"",""url"":""https://www.pedigreequery.com/banastar""},""year"":""1899""}]"
lanvin,https://www.pedigreequery.com/lanvin,"[{""comment"":""NO SY 5TH MONGO"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LANVIN"",""horse_pk"":""lanvin"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""SUNRISE COUNTY"",""pk"":""sunrise+county"",""url"":""https://www.pedigreequery.com/sunrise+county""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""LANVIN"",""pk"":""lanvin"",""url"":""https://www.pedigreequery.com/lanvin""},""time"":""2:01.60"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""CYRANO"",""pk"":""cyrano"",""url"":""https://www.pedigreequery.com/cyrano""},""year"":""1963""}]"
larky+day,https://www.pedigreequery.com/larky+day,"[{""comment"":""BY 3 WITH 133"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LARKY DAY"",""horse_pk"":""larky+day"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""STYMIE"",""pk"":""stymie"",""url"":""https://www.pedigreequery.com/stymie""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""LARKY DAY"",""pk"":""larky+day"",""url"":""https://www.pedigreequery.com/larky+day""},""time"":""2:03.60"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""ASSAULT"",""pk"":""assault"",""url"":""https://www.pedigreequery.com/assault""},""year"":""1947""}]"
lazzarone,https://www.pedigreequery.com/lazzarone,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LAZZARONE"",""horse_pk"":""lazzarone"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAZZARONE"",""pk"":""lazzarone"",""url"":""https://www.pedigreequery.com/lazzarone""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""SIR WALTER6"",""pk"":""sir+walter6"",""url"":""https://www.pedigreequery.com/sir+walter6""},""time"":""2:11.25"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""HORNPIPE9"",""pk"":""hornpipe9"",""url"":""https://www.pedigreequery.com/hornpipe9""},""year"":""1895""}]"
lemon+drop+kid,https://www.pedigreequery.com/lemon+drop+kid,"[{""comment"":""WON BY 7Â¼ L."",""country"":""UNITED STATES"",""dam"":{""name"":""CHARMING LASSIE"",""pk"":""charming+lassie"",""url"":""https://www.pedigreequery.com/charming+lassie""},""distance"":""9 F"",""family"":""3-l"",""grade"":""Grade II"",""horse_name"":""LEMON DROP KID"",""horse_pk"":""lemon+drop+kid"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAGER4"",""pk"":""lager4"",""url"":""https://www.pedigreequery.com/lager4""},""series_grade"":""Grade II"",""sire"":{""name"":""KINGMAMBO"",""pk"":""kingmambo"",""url"":""https://www.pedigreequery.com/kingmambo""},""surface"":""Dirt"",""third"":{""name"":""DOWN THE AISLE"",""pk"":""down+the+aisle"",""url"":""https://www.pedigreequery.com/down+the+aisle""},""time"":""1:49.93"",""track"":""BELMONT PARK, NY"",""trainer"":""FLINT S. SCHULHOFER"",""winner"":{""name"":""LEMON DROP KID"",""pk"":""lemon+drop+kid"",""url"":""https://www.pedigreequery.com/lemon+drop+kid""},""year"":""2000""}]"
leonawell,https://www.pedigreequery.com/leonawell,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""LEONAWELL"",""horse_pk"":""leonawell"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAMPLIGHTER2"",""pk"":""lamplighter2"",""url"":""https://www.pedigreequery.com/lamplighter2""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""LEONAWELL"",""pk"":""leonawell"",""url"":""https://www.pedigreequery.com/leonawell""},""time"":""2:09.00"",""track"":""GRAVESEND, NY"",""trainer"":"""",""winner"":{""name"":""DIABLO4"",""pk"":""diablo4"",""url"":""https://www.pedigreequery.com/diablo4""},""year"":""1893""}]"
lifes+magic,https://www.pedigreequery.com/lifes+magic,"[{""comment"":""1/2L."",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""12 F"",""family"":"""",""grade"":""Grade I"",""horse_name"":""LIFES MAGIC"",""horse_pk"":""lifes+magic"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LIFES MAGIC"",""pk"":""lifes+magic"",""url"":""https://www.pedigreequery.com/lifes+magic""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""PINE CIRCLE"",""pk"":""pine+circle"",""url"":""https://www.pedigreequery.com/pine+circle""},""time"":""2:28.40"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""BOUNDING BASQUE"",""pk"":""bounding+basque"",""url"":""https://www.pedigreequery.com/bounding+basque""},""year"":""1985""}]"
light+carbine,https://www.pedigreequery.com/light+carbine,"[{""comment"":""TRACK: FAST"",""country"":""UNITED STATES"",""dam"":{""name"":""QUEEN CARBINE"",""pk"":""queen+carbine"",""url"":""https://www.pedigreequery.com/queen+carbine""},""distance"":""9 F"",""family"":""16-h"",""grade"":"""",""horse_name"":""LIGHT CARBINE"",""horse_pk"":""light+carbine"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DIAVOLO"",""pk"":""diavolo"",""url"":""https://www.pedigreequery.com/diavolo""},""series_grade"":""Grade II"",""sire"":{""name"":""GALLOPER LIGHT"",""pk"":""galloper+light"",""url"":""https://www.pedigreequery.com/galloper+light""},""surface"":""Dirt"",""third"":{""name"":""SUN BEAU"",""pk"":""sun+beau"",""url"":""https://www.pedigreequery.com/sun+beau""},""time"":""1:50.60"",""track"":""AQUEDUCT, NY"",""trainer"":""MICHAEL J. DUNLEAVY"",""winner"":{""name"":""LIGHT CARBINE"",""pk"":""light+carbine"",""url"":""https://www.pedigreequery.com/light+carbine""},""year"":""1929""}]"
limehouse2,https://www.pedigreequery.com/limehouse2,"[{""comment"":""CUBA DQ 3 TO 5. FUNNY CIDE 5 TO 4."",""country"":""UNITED STATES"",""dam"":{""name"":""DIXIELAND BLUES"",""pk"":""dixieland+blues"",""url"":""https://www.pedigreequery.com/dixieland+blues""},""distance"":""9 F"",""family"":""14-a"",""grade"":""Grade II"",""horse_name"":""LIMEHOUSE2"",""horse_pk"":""limehouse2"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""GYGISTAR"",""pk"":""gygistar"",""url"":""https://www.pedigreequery.com/gygistar""},""series_grade"":""Grade II"",""sire"":{""name"":""GRAND SLAM2"",""pk"":""grand+slam2"",""url"":""https://www.pedigreequery.com/grand+slam2""},""surface"":""Dirt"",""third"":{""name"":""ROYAL ASSAULT"",""pk"":""royal+assault"",""url"":""https://www.pedigreequery.com/royal+assault""},""time"":""1:46.69"",""track"":""BELMONT PARK, NY"",""trainer"":""TODD A. PLETCHER"",""winner"":{""name"":""LIMEHOUSE2"",""pk"":""limehouse2"",""url"":""https://www.pedigreequery.com/limehouse2""},""year"":""2005""}]"
little+chief,https://www.pedigreequery.com/little+chief,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":""MEDORA2"",""pk"":""medora2"",""url"":""https://www.pedigreequery.com/medora2""},""distance"":""9 F"",""family"":""5-j"",""grade"":"""",""horse_name"":""LITTLE CHIEF"",""horse_pk"":""little+chief"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""BUNTING"",""pk"":""bunting"",""url"":""https://www.pedigreequery.com/bunting""},""series_grade"":""Grade II"",""sire"":{""name"":""WRACK"",""pk"":""wrack"",""url"":""https://www.pedigreequery.com/wrack""},""surface"":""Dirt"",""third"":{""name"":""KNOBBIE"",""pk"":""knobbie"",""url"":""https://www.pedigreequery.com/knobbie""},""time"":""1:50.00"",""track"":""AQUEDUCT, NY"",""trainer"":""SAMUEL C. HILDRETH"",""winner"":{""name"":""LITTLE CHIEF"",""pk"":""little+chief"",""url"":""https://www.pedigreequery.com/little+chief""},""year"":""1923""}]"
