PrimaryKey,URL,RaceDataJSON
de+roche,https://www.pedigreequery.com/de+roche,"[{""comment"":""HD, MI SELECTO DQD TO 2ND. TRAINER 1-2"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""12 F"",""family"":"""",""grade"":""Grade I"",""horse_name"":""DE ROCHE"",""horse_pk"":""de+roche"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""MI SELECTO"",""pk"":""mi+selecto"",""url"":""https://www.pedigreequery.com/mi+selecto""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DE ROCHE"",""pk"":""de+roche"",""url"":""https://www.pedigreequery.com/de+roche""},""time"":""2:28.60"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""MONTUBIO"",""pk"":""montubio"",""url"":""https://www.pedigreequery.com/montubio""},""year"":""1990""},{""comment"":""RUN 11/23/91. 20-1 OVER 4-5 FAV. DE ROCHE - CAREER FINALE"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""11 F"",""family"":"""",""grade"":""Grade I"",""horse_name"":""DE ROCHE"",""horse_pk"":""de+roche"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""CHIEF HONCHO"",""pk"":""chief+honcho"",""url"":""https://www.pedigreequery.com/chief+honcho""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DE ROCHE"",""pk"":""de+roche"",""url"":""https://www.pedigreequery.com/de+roche""},""time"":""2:14.03"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""TIMELY WARNING"",""pk"":""timely+warning"",""url"":""https://www.pedigreequery.com/timely+warning""},""year"":""1991""}]"
dedicate,https://www.pedigreequery.com/dedicate,"[{""comment"":""HD,HD"",""country"":""UNITED STATES"",""dam"":{""name"":""DINI"",""pk"":""dini"",""url"":""https://www.pedigreequery.com/dini""},""distance"":""9.5 F"",""family"":""23-b"",""grade"":"""",""horse_name"":""DEDICATE"",""horse_pk"":""dedicate"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""MIDAFTERNOON"",""pk"":""midafternoon"",""url"":""https://www.pedigreequery.com/midafternoon""},""series_grade"":""Grade II"",""sire"":{""name"":""PRINCEQUILLO"",""pk"":""princequillo"",""url"":""https://www.pedigreequery.com/princequillo""},""surface"":""Dirt"",""third"":{""name"":""FIND2"",""pk"":""find2"",""url"":""https://www.pedigreequery.com/find2""},""time"":""1:55.80"",""track"":""JAMAICA, NY"",""trainer"":""G. CAREY WINFREY"",""winner"":{""name"":""DEDICATE"",""pk"":""dedicate"",""url"":""https://www.pedigreequery.com/dedicate""},""year"":""1956""}]"
delhi2,https://www.pedigreequery.com/delhi2,"[{""comment"":""TRACK: SLOW"",""country"":""UNITED STATES"",""dam"":{""name"":""VEVA"",""pk"":""veva"",""url"":""https://www.pedigreequery.com/veva""},""distance"":""10 F"",""family"":""4-r"",""grade"":"""",""horse_name"":""DELHI2"",""horse_pk"":""delhi2"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""OSTRICH3"",""pk"":""ostrich3"",""url"":""https://www.pedigreequery.com/ostrich3""},""series_grade"":""Grade II"",""sire"":{""name"":""BEN BRUSH"",""pk"":""ben+brush"",""url"":""https://www.pedigreequery.com/ben+brush""},""surface"":""Dirt"",""third"":{""name"":""GRAZIALLO"",""pk"":""graziallo"",""url"":""https://www.pedigreequery.com/graziallo""},""time"":""2:06.40"",""track"":""GRAVESEND, NY"",""trainer"":""JAMES G. ROWE, SR."",""winner"":{""name"":""DELHI2"",""pk"":""delhi2"",""url"":""https://www.pedigreequery.com/delhi2""},""year"":""1905""}]"
delosvientos,https://www.pedigreequery.com/delosvientos,"[{""comment"":""WTW BY 2 L. 3RD STRAIGHT WIN."",""country"":""UNITED STATES"",""dam"":{""name"":""SECRET PSALM"",""pk"":""secret+psalm"",""url"":""https://www.pedigreequery.com/secret+psalm""},""distance"":""12 F"",""family"":""4-g"",""grade"":""Grade II"",""horse_name"":""DELOSVIENTOS"",""horse_pk"":""delosvientos"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""EVENING ATTIRE"",""pk"":""evening+attire"",""url"":""https://www.pedigreequery.com/evening+attire""},""series_grade"":""Grade II"",""sire"":{""name"":""SIPHON"",""pk"":""siphon"",""url"":""https://www.pedigreequery.com/siphon""},""surface"":""Dirt"",""third"":{""name"":""ANGLIANA"",""pk"":""angliana"",""url"":""https://www.pedigreequery.com/angliana""},""time"":""2:30.96"",""track"":""BELMONT PARK"",""trainer"":""GIUSEPPE IADISERNIA"",""winner"":{""name"":""DELOSVIENTOS"",""pk"":""delosvientos"",""url"":""https://www.pedigreequery.com/delosvientos""},""year"":""2008""}]"
deputy+diamond,https://www.pedigreequery.com/deputy+diamond,"[{""comment"":""BY 7Â¼ L. 4TH GOLDEN MISSILE"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""DEPUTY DIAMOND"",""horse_pk"":""deputy+diamond"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DEPUTY DIAMOND"",""pk"":""deputy+diamond"",""url"":""https://www.pedigreequery.com/deputy+diamond""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""SIR BEAR"",""pk"":""sir+bear"",""url"":""https://www.pedigreequery.com/sir+bear""},""time"":""1:46.39"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""RUNNING STAG"",""pk"":""running+stag"",""url"":""https://www.pedigreequery.com/running+stag""},""year"":""1999""}]"
devil+diver,https://www.pedigreequery.com/devil+diver,"[{""comment"":""4TH SHUT OUT, 7TH MIOLAND, 8TH VAGRANCY"",""country"":""UNITED STATES"",""dam"":{""name"":""DABCHICK"",""pk"":""dabchick"",""url"":""https://www.pedigreequery.com/dabchick""},""distance"":""10 F"",""family"":""13-c"",""grade"":"""",""horse_name"":""DEVIL DIVER"",""horse_pk"":""devil+diver"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""MARKET WISE"",""pk"":""market+wise"",""url"":""https://www.pedigreequery.com/market+wise""},""series_grade"":""Grade II"",""sire"":{""name"":""ST. GERMANS"",""pk"":""st.+germans"",""url"":""https://www.pedigreequery.com/st.+germans""},""surface"":""Dirt"",""third"":{""name"":""DON BINGO"",""pk"":""don+bingo"",""url"":""https://www.pedigreequery.com/don+bingo""},""time"":""2:03.40"",""track"":""OLD AQUEDUCT, NY"",""trainer"":""JOHN M. GAVER, SR."",""winner"":{""name"":""DEVIL DIVER"",""pk"":""devil+diver"",""url"":""https://www.pedigreequery.com/devil+diver""},""year"":""1943""},{""comment"":""DEVIL DIVER - CAREER FINALE"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DEVIL DIVER"",""horse_pk"":""devil+diver"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DEVIL DIVER"",""pk"":""devil+diver"",""url"":""https://www.pedigreequery.com/devil+diver""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""OLYMPIC ZENITH"",""pk"":""olympic+zenith"",""url"":""https://www.pedigreequery.com/olympic+zenith""},""time"":""2:02.20"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""STYMIE"",""pk"":""stymie"",""url"":""https://www.pedigreequery.com/stymie""},""year"":""1945""}]"
devil+his+due,https://www.pedigreequery.com/devil+his+due,"[{""comment"":""NSR WON BY 8Â¼ L."",""country"":""UNITED STATES"",""dam"":{""name"":""PLENTY OTOOLE"",""pk"":""plenty+otoole"",""url"":""https://www.pedigreequery.com/plenty+otoole""},""distance"":""9 F"",""family"":""2-h"",""grade"":""Grade II"",""horse_name"":""DEVIL HIS DUE"",""horse_pk"":""devil+his+due"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""WALLENDA"",""pk"":""wallenda"",""url"":""https://www.pedigreequery.com/wallenda""},""series_grade"":""Grade II"",""sire"":{""name"":""DEVILS BAG"",""pk"":""devils+bag"",""url"":""https://www.pedigreequery.com/devils+bag""},""surface"":""Dirt"",""third"":{""name"":""SEA HERO"",""pk"":""sea+hero"",""url"":""https://www.pedigreequery.com/sea+hero""},""time"":""1:46.71"",""track"":""BELMONT PARK, NY"",""trainer"":""H. ALLEN JERKENS"",""winner"":{""name"":""DEVIL HIS DUE"",""pk"":""devil+his+due"",""url"":""https://www.pedigreequery.com/devil+his+due""},""year"":""1994""}]"
dew+line,https://www.pedigreequery.com/dew+line,"[{""comment"":""SY BY 12 Â½ L. 4TH STRAIGHT WIN."",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""12 F"",""family"":"""",""grade"":""Grade I"",""horse_name"":""DEW LINE"",""horse_pk"":""dew+line"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""VISION"",""pk"":""vision"",""url"":""https://www.pedigreequery.com/vision""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DEW LINE"",""pk"":""dew+line"",""url"":""https://www.pedigreequery.com/dew+line""},""time"":""2:27.40"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""FIT TO FIGHT"",""pk"":""fit+to+fight"",""url"":""https://www.pedigreequery.com/fit+to+fight""},""year"":""1984""}]"
dewan,https://www.pedigreequery.com/dewan,"[{""comment"":""HD"",""country"":""UNITED STATES"",""dam"":{""name"":""SUNSHINE NELL"",""pk"":""sunshine+nell"",""url"":""https://www.pedigreequery.com/sunshine+nell""},""distance"":""10 F"",""family"":""9-f"",""grade"":"""",""horse_name"":""DEWAN"",""horse_pk"":""dewan"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""PLEASURE SEEKER"",""pk"":""pleasure+seeker"",""url"":""https://www.pedigreequery.com/pleasure+seeker""},""series_grade"":""Grade II"",""sire"":{""name"":""BOLD RULER"",""pk"":""bold+ruler"",""url"":""https://www.pedigreequery.com/bold+ruler""},""surface"":""Dirt"",""third"":{""name"":""HYDROLOGIST"",""pk"":""hydrologist"",""url"":""https://www.pedigreequery.com/hydrologist""},""time"":""2:02.80"",""track"":""BELMONT PARK, NY"",""trainer"":""JAMES W. MALONEY"",""winner"":{""name"":""DEWAN"",""pk"":""dewan"",""url"":""https://www.pedigreequery.com/dewan""},""year"":""1970""}]"
diablo4,https://www.pedigreequery.com/diablo4,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":""GRACE DARLING5"",""pk"":""grace+darling5"",""url"":""https://www.pedigreequery.com/grace+darling5""},""distance"":""10 F"",""family"":""25"",""grade"":"""",""horse_name"":""DIABLO4"",""horse_pk"":""diablo4"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAMPLIGHTER2"",""pk"":""lamplighter2"",""url"":""https://www.pedigreequery.com/lamplighter2""},""series_grade"":""Grade II"",""sire"":{""name"":""EOLUS"",""pk"":""eolus"",""url"":""https://www.pedigreequery.com/eolus""},""surface"":""Dirt"",""third"":{""name"":""LEONAWELL"",""pk"":""leonawell"",""url"":""https://www.pedigreequery.com/leonawell""},""time"":""2:09.00"",""track"":""GRAVESEND, NY"",""trainer"":""JOHN S. CAMPBELL"",""winner"":{""name"":""DIABLO4"",""pk"":""diablo4"",""url"":""https://www.pedigreequery.com/diablo4""},""year"":""1893""}]"
diavolo,https://www.pedigreequery.com/diavolo,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""DIAVOLO"",""horse_pk"":""diavolo"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""VICTORIAN"",""pk"":""victorian"",""url"":""https://www.pedigreequery.com/victorian""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DIAVOLO"",""pk"":""diavolo"",""url"":""https://www.pedigreequery.com/diavolo""},""time"":""1:51.20"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""BLACK PANTHER"",""pk"":""black+panther"",""url"":""https://www.pedigreequery.com/black+panther""},""year"":""1928""},{""comment"":""TRACK: FAST"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""DIAVOLO"",""horse_pk"":""diavolo"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DIAVOLO"",""pk"":""diavolo"",""url"":""https://www.pedigreequery.com/diavolo""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""SUN BEAU"",""pk"":""sun+beau"",""url"":""https://www.pedigreequery.com/sun+beau""},""time"":""1:50.60"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""LIGHT CARBINE"",""pk"":""light+carbine"",""url"":""https://www.pedigreequery.com/light+carbine""},""year"":""1929""}]"
dike,https://www.pedigreequery.com/dike,"[{""comment"":""127"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DIKE"",""horse_pk"":""dike"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""VERBATIM"",""pk"":""verbatim"",""url"":""https://www.pedigreequery.com/verbatim""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DIKE"",""pk"":""dike"",""url"":""https://www.pedigreequery.com/dike""},""time"":""2:00.40"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""NODOUBLE"",""pk"":""nodouble"",""url"":""https://www.pedigreequery.com/nodouble""},""year"":""1969""}]"
discovery,https://www.pedigreequery.com/discovery,"[{""comment"":""ETR BY 6 LENGTHS"",""country"":""UNITED STATES"",""dam"":{""name"":""ARIADNE"",""pk"":""ariadne"",""url"":""https://www.pedigreequery.com/ariadne""},""distance"":""9 F"",""family"":""23-b"",""grade"":"""",""horse_name"":""DISCOVERY"",""horse_pk"":""discovery"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DARK SECRET"",""pk"":""dark+secret"",""url"":""https://www.pedigreequery.com/dark+secret""},""series_grade"":""Grade II"",""sire"":{""name"":""DISPLAY"",""pk"":""display"",""url"":""https://www.pedigreequery.com/display""},""surface"":""Dirt"",""third"":{""name"":""FLEAM"",""pk"":""fleam"",""url"":""https://www.pedigreequery.com/fleam""},""time"":""1:49.80"",""track"":""AQUEDUCT, NY"",""trainer"":""JOSEPH H. STOTLER"",""winner"":{""name"":""DISCOVERY"",""pk"":""discovery"",""url"":""https://www.pedigreequery.com/discovery""},""year"":""1934""},{""comment"":""NWR BY 8 LENGTHS"",""country"":""UNITED STATES"",""dam"":{""name"":""ARIADNE"",""pk"":""ariadne"",""url"":""https://www.pedigreequery.com/ariadne""},""distance"":""9 F"",""family"":""23-b"",""grade"":"""",""horse_name"":""DISCOVERY"",""horse_pk"":""discovery"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""KING SAXON"",""pk"":""king+saxon"",""url"":""https://www.pedigreequery.com/king+saxon""},""series_grade"":""Grade II"",""sire"":{""name"":""DISPLAY"",""pk"":""display"",""url"":""https://www.pedigreequery.com/display""},""surface"":""Dirt"",""third"":{""name"":""OMAHA"",""pk"":""omaha"",""url"":""https://www.pedigreequery.com/omaha""},""time"":""1:48.20"",""track"":""OLD AQUEDUCT, NY"",""trainer"":""JOSEPH H. STOTLER"",""winner"":{""name"":""DISCOVERY"",""pk"":""discovery"",""url"":""https://www.pedigreequery.com/discovery""},""year"":""1935""},{""comment"":""136 BY 4 LENGTHS"",""country"":""UNITED STATES"",""dam"":{""name"":""ARIADNE"",""pk"":""ariadne"",""url"":""https://www.pedigreequery.com/ariadne""},""distance"":""9 F"",""family"":""23-b"",""grade"":"""",""horse_name"":""DISCOVERY"",""horse_pk"":""discovery"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""GOOD GAMBLE"",""pk"":""good+gamble"",""url"":""https://www.pedigreequery.com/good+gamble""},""series_grade"":""Grade II"",""sire"":{""name"":""DISPLAY"",""pk"":""display"",""url"":""https://www.pedigreequery.com/display""},""surface"":""Dirt"",""third"":{""name"":""ROMAN SOLDIER"",""pk"":""roman+soldier"",""url"":""https://www.pedigreequery.com/roman+soldier""},""time"":""1:50.00"",""track"":""BELMONT PARK, NY"",""trainer"":""JOSEPH H. STOTLER"",""winner"":{""name"":""DISCOVERY"",""pk"":""discovery"",""url"":""https://www.pedigreequery.com/discovery""},""year"":""1936""}]"
display,https://www.pedigreequery.com/display,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":"""",""horse_name"":""DISPLAY"",""horse_pk"":""display"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""CHANCE PLAY"",""pk"":""chance+play"",""url"":""https://www.pedigreequery.com/chance+play""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DISPLAY"",""pk"":""display"",""url"":""https://www.pedigreequery.com/display""},""time"":""1:48.80"",""track"":""OLD AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""PEANUTS"",""pk"":""peanuts"",""url"":""https://www.pedigreequery.com/peanuts""},""year"":""1927""}]"
dit,https://www.pedigreequery.com/dit,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DIT"",""horse_pk"":""dit"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DIT"",""pk"":""dit"",""url"":""https://www.pedigreequery.com/dit""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""YOUR CHANCE"",""pk"":""your+chance"",""url"":""https://www.pedigreequery.com/your+chance""},""time"":""2:03.60"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""FENELON"",""pk"":""fenelon"",""url"":""https://www.pedigreequery.com/fenelon""},""year"":""1941""}]"
divine+comedy7,https://www.pedigreequery.com/divine+comedy7,"[{""comment"":""136 LBS."",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DIVINE COMEDY7"",""horse_pk"":""divine+comedy7"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DIVINE COMEDY7"",""pk"":""divine+comedy7"",""url"":""https://www.pedigreequery.com/divine+comedy7""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""YORKY"",""pk"":""yorky"",""url"":""https://www.pedigreequery.com/yorky""},""time"":""2:01.60"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""KELSO"",""pk"":""kelso"",""url"":""https://www.pedigreequery.com/kelso""},""year"":""1961""}]"
don+bingo,https://www.pedigreequery.com/don+bingo,"[{""comment"":""4TH SHUT OUT, 7TH MIOLAND, 8TH VAGRANCY"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DON BINGO"",""horse_pk"":""don+bingo"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""MARKET WISE"",""pk"":""market+wise"",""url"":""https://www.pedigreequery.com/market+wise""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DON BINGO"",""pk"":""don+bingo"",""url"":""https://www.pedigreequery.com/don+bingo""},""time"":""2:03.40"",""track"":""OLD AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""DEVIL DIVER"",""pk"":""devil+diver"",""url"":""https://www.pedigreequery.com/devil+diver""},""year"":""1943""}]"
double+brandy,https://www.pedigreequery.com/double+brandy,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DOUBLE BRANDY"",""horse_pk"":""double+brandy"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DOUBLE BRANDY"",""pk"":""double+brandy"",""url"":""https://www.pedigreequery.com/double+brandy""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""HYPOCRITE3"",""pk"":""hypocrite3"",""url"":""https://www.pedigreequery.com/hypocrite3""},""time"":""2:03.00"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""MY REQUEST"",""pk"":""my+request"",""url"":""https://www.pedigreequery.com/my+request""},""year"":""1950""}]"
down+the+aisle,https://www.pedigreequery.com/down+the+aisle,"[{""comment"":""WON BY 7Â¼ L."",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""9 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""DOWN THE AISLE"",""horse_pk"":""down+the+aisle"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""LAGER4"",""pk"":""lager4"",""url"":""https://www.pedigreequery.com/lager4""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DOWN THE AISLE"",""pk"":""down+the+aisle"",""url"":""https://www.pedigreequery.com/down+the+aisle""},""time"":""1:49.93"",""track"":""BELMONT PARK, NY"",""trainer"":"""",""winner"":{""name"":""LEMON DROP KID"",""pk"":""lemon+drop+kid"",""url"":""https://www.pedigreequery.com/lemon+drop+kid""},""year"":""2000""}]"
dr+fager,https://www.pedigreequery.com/dr+fager,"[{""comment"":""NTR 130-135"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""10 F"",""family"":"""",""grade"":"""",""horse_name"":""DR FAGER"",""horse_pk"":""dr+fager"",""placing"":2,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""DR FAGER"",""pk"":""dr+fager"",""url"":""https://www.pedigreequery.com/dr+fager""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""MR RIGHT"",""pk"":""mr+right"",""url"":""https://www.pedigreequery.com/mr+right""},""time"":""1:59.20"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""DAMASCUS"",""pk"":""damascus"",""url"":""https://www.pedigreequery.com/damascus""},""year"":""1968""}]"
dr+rice,https://www.pedigreequery.com/dr+rice,"[{""comment"":"""",""country"":""UNITED STATES"",""dam"":{""name"":""BONNIE LEE"",""pk"":""bonnie+lee"",""url"":""https://www.pedigreequery.com/bonnie+lee""},""distance"":""10 F"",""family"":""A8"",""grade"":"""",""horse_name"":""DR RICE"",""horse_pk"":""dr+rice"",""placing"":1,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""HENRY OF NAVARRE"",""pk"":""henry+of+navarre"",""url"":""https://www.pedigreequery.com/henry+of+navarre""},""series_grade"":""Grade II"",""sire"":{""name"":""ONONDAGA"",""pk"":""onondaga"",""url"":""https://www.pedigreequery.com/onondaga""},""surface"":""Dirt"",""third"":{""name"":""SIR WALTER6"",""pk"":""sir+walter6"",""url"":""https://www.pedigreequery.com/sir+walter6""},""time"":""2:07.25"",""track"":""GRAVESEND, NY"",""trainer"":""FRED FOSTER"",""winner"":{""name"":""DR RICE"",""pk"":""dr+rice"",""url"":""https://www.pedigreequery.com/dr+rice""},""year"":""1894""}]"
drakes+passage2,https://www.pedigreequery.com/drakes+passage2,"[{""comment"":""7 STARTERS; WON BY 9 1/4 LENGTHS"",""country"":""UNITED STATES"",""dam"":{""name"":"""",""pk"":"""",""url"":""""},""distance"":""11 F"",""family"":"""",""grade"":""Grade II"",""horse_name"":""DRAKES PASSAGE2"",""horse_pk"":""drakes+passage2"",""placing"":3,""race_name"":""BROOKLYN INVITATIONAL STAKES - MULTIPLE TRACKS"",""race_page_id"":""640"",""second"":{""name"":""CRUPI2"",""pk"":""crupi2"",""url"":""https://www.pedigreequery.com/crupi2""},""series_grade"":""Grade II"",""sire"":{""name"":"""",""pk"":"""",""url"":""""},""surface"":""Dirt"",""third"":{""name"":""DRAKES PASSAGE2"",""pk"":""drakes+passage2"",""url"":""https://www.pedigreequery.com/drakes+passage2""},""time"":""2:13.68"",""track"":""AQUEDUCT, NY"",""trainer"":"""",""winner"":{""name"":""NEXT10"",""pk"":""next10"",""url"":""https://www.pedigreequery.com/next10""},""year"":""2024""}]"
